# Generated by Cross Validation Log[com.rapidminer.datatable.SimpleDataTable]
# Iteration	Execution Time	rounds	booster	sample_type	normalize_type	learning_type	max_depth	feature_selector	top_k	updater	AUC
1240.0	9763.0	70.0	DART	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	shotgun	true
1241.0	10764.0	31.0	linear booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1243.0	11020.0	31.0	tree booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1242.0	11131.0	70.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1245.0	9251.0	60.0	DART	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1246.0	10514.0	51.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1244.0	13805.0	60.0	DART	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1249.0	10919.0	31.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1247.0	13150.0	60.0	linear booster	uniform	tree	0.0	6.0	shuffle	15.0	shotgun	true
1251.0	10705.0	80.0	DART	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	shotgun	true
1252.0	12320.0	41.0	linear booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1248.0	17916.0	21.0	tree booster	uniform	tree	0.81	6.0	thrifty	15.0	shotgun	true
1250.0	17610.0	100.0	linear booster	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1255.0	11940.0	70.0	DART	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1253.0	12391.0	41.0	tree booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1256.0	11639.0	60.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1258.0	11335.0	41.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1257.0	11770.0	70.0	DART	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1254.0	16953.0	80.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1259.0	13694.0	70.0	linear booster	uniform	tree	0.0	6.0	shuffle	15.0	shotgun	true
1261.0	11587.0	51.0	linear booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1260.0	18072.0	90.0	DART	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	shotgun	true
1262.0	14036.0	31.0	tree booster	uniform	tree	0.81	6.0	thrifty	15.0	shotgun	true
1264.0	12717.0	80.0	DART	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1266.0	13659.0	70.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1265.0	16166.0	51.0	tree booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1268.0	15334.0	80.0	DART	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1267.0	16626.0	51.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1269.0	18980.0	90.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1263.0	26545.0	1.0	DART	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1271.0	17514.0	60.0	linear booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1270.0	20339.0	80.0	linear booster	uniform	tree	0.0	6.0	shuffle	15.0	shotgun	true
1272.0	16690.0	100.0	DART	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	shotgun	true
1274.0	16771.0	90.0	DART	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1278.0	12350.0	60.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1276.0	15675.0	60.0	tree booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1275.0	18648.0	80.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1273.0	21773.0	41.0	tree booster	uniform	tree	0.81	6.0	thrifty	15.0	shotgun	true
1277.0	17255.0	90.0	DART	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1279.0	13390.0	100.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1281.0	12609.0	70.0	linear booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1284.0	13333.0	100.0	DART	uniform	tree	0.09	6.0	thrifty	15.0	coord_descent	true
1283.0	16029.0	1.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1282.0	16813.0	90.0	linear booster	uniform	tree	0.0	6.0	shuffle	15.0	shotgun	true
1280.0	19603.0	11.0	DART	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1286.0	13822.0	70.0	tree booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1285.0	13853.0	70.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1287.0	13184.0	90.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1288.0	14064.0	51.0	tree booster	uniform	tree	0.81	6.0	thrifty	15.0	shotgun	true
1290.0	12072.0	1.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1289.0	15519.0	100.0	DART	uniform	tree	0.010000000000000002	6.0	shuffle	15.0	coord_descent	true
1291.0	12714.0	80.0	linear booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1292.0	10013.0	1.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1294.0	9765.0	100.0	linear booster	uniform	tree	0.0	6.0	shuffle	15.0	shotgun	true
1296.0	8259.0	80.0	tree booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1297.0	8250.0	80.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1298.0	8601.0	100.0	DART	uniform	tree	0.36	6.0	cyclic	15.0	shotgun	true
1293.0	10963.0	11.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1295.0	10234.0	21.0	DART	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1300.0	6741.0	11.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1302.0	4322.0	90.0	linear booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1299.0	8728.0	60.0	tree booster	uniform	tree	0.81	6.0	thrifty	15.0	shotgun	true
1306.0	3782.0	90.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1305.0	3967.0	90.0	tree booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1301.0	7437.0	1.0	tree booster	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	coord_descent	true
1307.0	3724.0	1.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1308.0	3873.0	21.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1309.0	3800.0	31.0	DART	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1303.0	7226.0	11.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1311.0	4070.0	21.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1314.0	4435.0	70.0	tree booster	uniform	tree	0.81	6.0	thrifty	15.0	shotgun	true
1313.0	4438.0	100.0	linear booster	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1316.0	4777.0	100.0	tree booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1315.0	5716.0	100.0	tree booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1320.0	4503.0	31.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1318.0	5095.0	11.0	tree booster	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	coord_descent	true
1319.0	5103.0	11.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1322.0	4073.0	21.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1324.0	3877.0	31.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1325.0	4485.0	80.0	tree booster	uniform	tree	0.81	6.0	thrifty	15.0	shotgun	true
1321.0	6709.0	41.0	DART	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1326.0	5820.0	1.0	DART	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1328.0	4364.0	1.0	linear booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1330.0	4881.0	41.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1333.0	4763.0	21.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1331.0	4778.0	21.0	tree booster	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	coord_descent	true
1329.0	5187.0	1.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1335.0	5252.0	41.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1336.0	4063.0	21.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1338.0	4850.0	51.0	DART	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1337.0	5678.0	90.0	tree booster	uniform	tree	0.81	6.0	thrifty	15.0	shotgun	true
1334.0	8208.0	31.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1339.0	5279.0	11.0	DART	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1341.0	4863.0	51.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1343.0	4857.0	31.0	tree booster	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	coord_descent	true
1342.0	4866.0	31.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1344.0	5722.0	11.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1340.0	8335.0	11.0	linear booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1345.0	7122.0	51.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1347.0	5512.0	60.0	DART	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1346.0	7826.0	31.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1348.0	6503.0	100.0	tree booster	uniform	tree	0.81	6.0	thrifty	15.0	shotgun	true
1349.0	6072.0	41.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1350.0	6939.0	21.0	DART	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1353.0	7140.0	41.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1351.0	7420.0	60.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1352.0	9023.0	41.0	tree booster	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	coord_descent	true
1354.0	7864.0	21.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1357.0	7595.0	70.0	DART	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1355.0	9568.0	21.0	linear booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1360.0	7913.0	51.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1356.0	9825.0	60.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1361.0	7007.0	31.0	DART	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1363.0	8160.0	51.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1364.0	8856.0	70.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1365.0	8972.0	51.0	tree booster	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	coord_descent	true
1366.0	8974.0	31.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1362.0	11950.0	1.0	linear booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1358.0	14599.0	41.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1367.0	8274.0	80.0	DART	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1368.0	10450.0	31.0	linear booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1369.0	9388.0	60.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1370.0	9431.0	70.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1371.0	11718.0	41.0	DART	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1372.0	10839.0	60.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1374.0	9049.0	60.0	tree booster	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	coord_descent	true
1375.0	9047.0	41.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1376.0	9746.0	11.0	linear booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1378.0	10367.0	90.0	DART	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1377.0	10382.0	51.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1373.0	13591.0	80.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1380.0	9314.0	70.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1379.0	9317.0	41.0	linear booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1382.0	9792.0	51.0	DART	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1383.0	8717.0	70.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1381.0	13921.0	80.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1385.0	9275.0	51.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1386.0	10383.0	21.0	linear booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1388.0	9559.0	60.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1389.0	10437.0	90.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1391.0	10451.0	51.0	linear booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1390.0	10456.0	80.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1384.0	15254.0	70.0	tree booster	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	coord_descent	true
1387.0	14641.0	100.0	DART	uniform	tree	0.16000000000000003	6.0	shuffle	15.0	coord_descent	true
1393.0	9968.0	80.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1395.0	8826.0	60.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1396.0	8538.0	31.0	linear booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1397.0	8946.0	70.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1398.0	7897.0	100.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1394.0	13107.0	90.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1400.0	8235.0	90.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1401.0	9089.0	80.0	tree booster	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	coord_descent	true
1392.0	16831.0	60.0	DART	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1402.0	8534.0	1.0	tree booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1403.0	8716.0	90.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1404.0	10100.0	70.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1399.0	14866.0	60.0	linear booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1405.0	10000.0	41.0	linear booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1406.0	10306.0	80.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1409.0	9738.0	100.0	tree booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1408.0	12527.0	100.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	shotgun	true
1411.0	10424.0	70.0	DART	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1410.0	10540.0	90.0	tree booster	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	coord_descent	true
1413.0	9660.0	100.0	tree booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1412.0	11897.0	11.0	tree booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1407.0	16896.0	1.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1416.0	8138.0	51.0	linear booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1414.0	9849.0	80.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1415.0	8426.0	70.0	linear booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1417.0	7222.0	90.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1418.0	7186.0	1.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1420.0	5975.0	80.0	DART	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1419.0	6290.0	1.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
1421.0	8198.0	100.0	tree booster	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	coord_descent	true
1423.0	6103.0	21.0	tree booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1426.0	5312.0	90.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1425.0	5318.0	60.0	linear booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1424.0	5430.0	11.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1427.0	5594.0	80.0	linear booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1428.0	5587.0	100.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1422.0	8595.0	1.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1429.0	6209.0	11.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1431.0	5272.0	11.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
1433.0	4925.0	31.0	tree booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1430.0	7538.0	90.0	DART	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1435.0	4930.0	70.0	linear booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1434.0	4935.0	100.0	linear booster	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1436.0	6041.0	21.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1437.0	6781.0	90.0	linear booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1439.0	7152.0	11.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1438.0	8178.0	1.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1432.0	9031.0	1.0	linear booster	uniform	tree	0.010000000000000002	6.0	thrifty	15.0	coord_descent	true
1440.0	8908.0	21.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1444.0	6899.0	80.0	linear booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1441.0	8881.0	21.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
1445.0	6900.0	1.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1442.0	6915.0	41.0	tree booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1443.0	6928.0	100.0	DART	uniform	tree	0.25	6.0	cyclic	15.0	coord_descent	true
1447.0	5301.0	100.0	linear booster	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1446.0	6784.0	31.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1449.0	4332.0	11.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1448.0	5665.0	21.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1450.0	5504.0	100.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1453.0	2421.0	31.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
1455.0	2419.0	51.0	tree booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1456.0	2628.0	1.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
1454.0	2654.0	11.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1452.0	2659.0	90.0	linear booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1451.0	3694.0	31.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1459.0	2632.0	21.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1458.0	2647.0	41.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1457.0	3299.0	1.0	DART	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1463.0	2766.0	60.0	tree booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1462.0	2842.0	41.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
1460.0	3003.0	31.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1466.0	2718.0	100.0	linear booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1465.0	2858.0	21.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1461.0	3954.0	1.0	DART	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1469.0	2634.0	51.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1467.0	3232.0	41.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1470.0	2978.0	11.0	DART	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1464.0	4532.0	11.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
1468.0	3435.0	31.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1471.0	2830.0	70.0	tree booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1474.0	3378.0	1.0	DART	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1475.0	3244.0	31.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1472.0	3970.0	51.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
1473.0	4042.0	41.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1477.0	3369.0	60.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1479.0	3488.0	21.0	DART	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1476.0	4239.0	11.0	DART	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1478.0	3693.0	51.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1481.0	3871.0	41.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1482.0	3836.0	80.0	tree booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1484.0	3860.0	41.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1483.0	4023.0	11.0	DART	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1486.0	4552.0	51.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1487.0	4834.0	70.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1480.0	7544.0	21.0	tree booster	uniform	tree	0.25	6.0	shuffle	15.0	coord_descent	true
1485.0	6029.0	60.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
1488.0	4973.0	31.0	DART	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1489.0	5686.0	21.0	DART	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1491.0	6491.0	51.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1492.0	7892.0	90.0	tree booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1494.0	8894.0	21.0	DART	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1493.0	9585.0	51.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1490.0	12796.0	60.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1496.0	9878.0	80.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1497.0	11144.0	70.0	tree booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	shotgun	true
1499.0	10863.0	41.0	DART	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1500.0	10263.0	31.0	DART	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1501.0	10910.0	60.0	linear booster	uniform	tree	0.6400000000000001	6.0	shuffle	15.0	coord_descent	true
1502.0	8711.0	100.0	tree booster	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1498.0	14267.0	90.0	DART	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1503.0	13147.0	31.0	DART	uniform	tree	0.16000000000000003	6.0	thrifty	15.0	coord_descent	true
1495.0	23635.0	60.0	linear booster	uniform	tree	0.36	6.0	shuffle	15.0	shotgun	true
1504.0	15406.0	60.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
1506.0	16975.0	90.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	coord_descent	true
1505.0	18032.0	70.0	linear booster	uniform	tree	0.16000000000000003	6.0	cyclic	15.0	shotgun	true
1507.0	15166.0	51.0	DART	uniform	tree	0.09	6.0	cyclic	15.0	shotgun	true
1511.0	15480.0	70.0	DART	uniform	tree	0.6400000000000001	6.0	cyclic	15.0	coord_descent	true
